ID,ActorClass,Species,X,Y,Z,Radius,Min,Max
0_BP_CreatureSpawner673,BP_CreatureSpawner_C,Char_SpaceGiraffe_C,-12708.4482421875,-78382.859375,13713.06640625,4000,1,1
0_BP_CreatureSpawner674,BP_CreatureSpawner_C,Char_SpaceGiraffe_C,74762.8515625,13000.408203125,13733.6298828125,4000,1,1
0_BP_CreatureSpawner675,BP_CreatureSpawner_C,Char_SpaceGiraffe_C,52168.67578125,4607.29150390625,13237.634765625,4000,1,1
0_BP_CreatureSpawner676,BP_CreatureSpawner_C,Char_SpaceRabbit_C,60540.42578125,12539.6767578125,14542.912109375,500,1,1
0_BP_CreatureSpawner677,BP_CreatureSpawner_C,Char_SpaceRabbit_C,81023.8359375,5871.5,13737.5166015625,500,1,1
0_BP_CreatureSpawner678,BP_CreatureSpawner_C,Char_SpaceRabbit_C,97931.65625,2492.574951171875,16149.013671875,500,1,1
0_BP_CreatureSpawner679,BP_CreatureSpawner_C,Char_SpaceRabbit_C,103758.9453125,13644.7216796875,12680.048828125,500,1,1
0_BP_CreatureSpawner67_52,BP_CreatureSpawner_C,Char_Hog_C,189180.3125,-2487.154296875,11262.2861328125,3798.022216796875,3,3
0_BP_CreatureSpawner680,BP_CreatureSpawner_C,Char_SpaceRabbit_C,84148.703125,-18210.1796875,13716.9130859375,500,1,1
0_BP_CreatureSpawner681,BP_CreatureSpawner_C,Char_SpaceRabbit_C,60909.91796875,-35081.60546875,13310.9521484375,500,1,1
0_BP_CreatureSpawner682,BP_CreatureSpawner_C,Char_SpaceRabbit_C,44231.328125,-45245.7421875,13675.6416015625,500,1,1
0_BP_CreatureSpawner683,BP_CreatureSpawner_C,Char_SpaceRabbit_C,20160.6640625,-53101.05859375,14024.8037109375,500,1,1
0_BP_CreatureSpawner684,BP_CreatureSpawner_C,Char_SpaceRabbit_C,-4447.56396484375,-54503.32421875,15331.796875,500,1,1
0_BP_CreatureSpawner685,BP_CreatureSpawner_C,Char_SpaceRabbit_C,-6629.212890625,-81715.03125,13738.2958984375,500,1,1
0_BP_CreatureSpawner686,BP_CreatureSpawner_C,Char_NonFlyingBird_C,81422.8515625,-17757.4609375,13772.5712890625,10000,4,4
0_BP_CreatureSpawner687,BP_CreatureSpawner_C,Char_NonFlyingBird_C,53289.49609375,-39610.4140625,13729.87109375,9000,3,3
0_BP_CreatureSpawner688,BP_CreatureSpawner_C,Char_NonFlyingBird_C,9320.8583984375,-55191.7890625,15289.0361328125,9000,3,3
0_BP_CreatureSpawner689,BP_CreatureSpawner_C,Char_NonFlyingBird_C,-8277.357421875,-79374.390625,14049.6298828125,5000,2,2
0_BP_CreatureSpawner690,BP_CreatureSpawner_C,Char_NonFlyingBird_C,32882.2109375,-47173.56640625,13575.1494140625,8000,2,2
0_BP_CreatureSpawner691,BP_CreatureSpawner_C,Char_NonFlyingBird_C,86545.4921875,8410.4248046875,14325.015625,12000,4,4
0_BP_CreatureSpawner692,BP_CreatureSpawner_C,Char_CaveStinger_Child_C,49603.73828125,222382.125,-2055.364990234375,1000,2,2
0_BP_CreatureSpawner693,BP_CreatureSpawner_C,Char_CaveStinger_C,-11754.9765625,-75221.546875,11354.126953125,500,1,1
0_BP_CreatureSpawner694,BP_CreatureSpawner_C,Char_CaveStinger_Child_C,-12031.37109375,-75926.9765625,9363.8310546875,2500,4,4
0_BP_CreatureSpawner695,BP_CreatureSpawner_C,Char_CaveStinger_Child_C,76144.5390625,-46551.55859375,6080.77587890625,500,2,2
0_BP_CreatureSpawner696,BP_CreatureSpawner_C,Char_CaveStinger_Child_C,78618.8359375,-46754.59765625,6166.80322265625,200,1,1
0_BP_CreatureSpawner697,BP_CreatureSpawner_C,Char_CaveStinger_Child_C,82461.65625,-43011.66015625,6281.1982421875,200,1,1
0_BP_CreatureSpawner698,BP_CreatureSpawner_C,Char_CaveStinger_Child_C,52197.45703125,-76951.296875,5069.0087890625,1700,6,6
0_BP_CreatureSpawner699,BP_CreatureSpawner_C,Char_CaveStinger_C,107650.640625,-86907.765625,2837.3916015625,500,1,1
0_BP_CreatureSpawner700,BP_CreatureSpawner_C,Char_CaveStinger_Child_C,32248.76171875,242598.625,-3449.987060546875,200,1,1
0_BP_CreatureSpawner701,BP_CreatureSpawner_C,Char_CaveStinger_Child_C,30799.501953125,242268.75,-3359.784912109375,200,1,1
0_BP_CreatureSpawner702,BP_CreatureSpawner_C,Char_CaveStinger_Child_C,31477.86328125,239099.34375,-3437.405517578125,300,1,1
0_BP_CreatureSpawner703,BP_CreatureSpawner_C,Char_CrabHatcher_C,-268941.375,-55539.015625,-219.53077697753906,200,1,1
0_BP_CreatureSpawner704,BP_CreatureSpawner_C,Char_CaveStinger_C,38583.48046875,-94730.5,8672.7021484375,500,1,1
0_BP_CreatureSpawner705,BP_CreatureSpawner_C,Char_CrabHatcher_C,86285.4453125,229700.625,3523.33447265625,300,1,1
0_BP_CreatureSpawner706,BP_CreatureSpawner_C,Char_Spitter_Small_C,20728.255859375,231678.9375,722.1275024414062,500,1,1
0_BP_CreatureSpawner707,BP_CreatureSpawner_C,Char_CaveStinger_Child_C,73704.921875,185836.53125,-4191.3935546875,1500,3,3
0_BP_CreatureSpawner708,BP_CreatureSpawner_C,Char_CaveStinger_C,76623.1328125,176860.578125,-5364.07177734375,500,1,1
0_BP_CreatureSpawner709,BP_CreatureSpawner_C,Char_Stinger_C,91127.890625,202543.828125,821.1083984375,500,1,1
0_BP_CreatureSpawner710,BP_CreatureSpawner_C,Char_Stinger_C,24583.65625,198392.21875,196.88861083984375,500,1,1
0_BP_CreatureSpawner711,BP_CreatureSpawner_C,Char_CaveStinger_C,213155.859375,-22383.716796875,5744.240234375,300,1,1
0_BP_CreatureSpawner712,BP_CreatureSpawner_C,Char_CaveStinger_C,211905.921875,-25689.837890625,1954.9837646484375,500,1,1
0_BP_CreatureSpawner745,BP_CreatureSpawner_C,Char_Hog_C,70052.296875,-79443.0078125,10539.8583984375,500,1,1
0_BP_CreatureSpawner775,BP_CreatureSpawner_C,Char_Hog_C,83876.96875,-89440.9140625,9715.6357421875,500,1,1
0_BP_CreatureSpawner776,BP_CreatureSpawner_C,Char_Hog_C,56884.71484375,-87064.4765625,10066.326171875,500,1,1
0_BP_CreatureSpawner777,BP_CreatureSpawner_C,Char_Hog_C,20491.865234375,-135215.3125,17144.19140625,500,1,1
0_BP_CreatureSpawner778,BP_CreatureSpawner_C,Char_Hog_C,-22086.18359375,-144652.109375,10224.0546875,300,1,1
0_BP_CreatureSpawner779,BP_CreatureSpawner_C,Char_CrabHatcher_C,-46022.45703125,-140361.0625,8113.640625,300,1,1
0_BP_CreatureSpawner780,BP_CreatureSpawner_C,Char_CrabHatcher_C,-37034.44921875,-143297.6875,8061.7333984375,300,1,1
0_BP_CreatureSpawner781,BP_CreatureSpawner_C,Char_CrabHatcher_C,-39997.94921875,-152538.09375,9474.5107421875,300,1,1
0_BP_CreatureSpawner782,BP_CreatureSpawner_C,Char_Hog_C,-54950.7734375,-130271.6953125,7184.70751953125,300,1,1
0_BP_CreatureSpawner787,BP_CreatureSpawner_C,Char_CrabHatcher_C,-27059.8671875,-147020.5625,8506.767578125,300,1,1
0_BP_CreatureSpawner79,BP_CreatureSpawner_C,Char_Spitter_Small_C,-65723.1953125,-129669.0390625,4058.4873046875,500,1,1
0_BP_CreatureSpawner7_2,BP_CreatureSpawner_C,Char_Spitter_C,119231.1875,-117893.7734375,18209.234375,200,1,1
0_BP_CreatureSpawner80,BP_CreatureSpawner_C,Char_Spitter_Small_C,-57698.75390625,-137844.28125,4778.1572265625,3000,2,2
0_BP_CreatureSpawner81,BP_CreatureSpawner_C,Char_Spitter_Small_C,76967.703125,-120932.625,13726.365234375,1000,1,1
0_BP_CreatureSpawner811,BP_CreatureSpawner_C,Char_CaveStinger_C,207817.1875,-26117.642578125,7546.65673828125,500,1,1
0_BP_CreatureSpawner812,BP_CreatureSpawner_C,Char_CaveStinger_C,207042.203125,-31517.2265625,8196.294921875,300,1,1
0_BP_CreatureSpawner814,BP_CreatureSpawner_C,Char_CaveStinger_C,210754.65625,-24034.142578125,667.736083984375,300,1,1
0_BP_CreatureSpawner815,BP_CreatureSpawner_C,Char_CaveStinger_C,207927.515625,-31682.33984375,4290.70458984375,300,1,1
0_BP_CreatureSpawner816,BP_CreatureSpawner_C,Char_CaveStinger_C,202916.078125,-44434.16015625,4734.404296875,300,1,1
0_BP_CreatureSpawner817,BP_CreatureSpawner_C,Char_CaveStinger_C,212842.203125,-30552.869140625,5170.751953125,300,1,1
0_BP_CreatureSpawner82,BP_CreatureSpawner_C,Char_SpaceGiraffe_C,120514.6875,-37371.02734375,8192.6875,1000,1,1
0_BP_CreatureSpawner83,BP_CreatureSpawner_C,Char_SpaceGiraffe_C,104004.3671875,-39110.671875,8778.19921875,500,1,1
0_BP_CreatureSpawner830_25,BP_CreatureSpawner_C,Char_Spitter_C,261349.28125,53242.16015625,-1214.8309326171875,500,1,1
0_BP_CreatureSpawner831_5,BP_CreatureSpawner_C,Char_Spitter_C,291234.96875,1073.7078857421875,917.3306884765625,500,1,1
0_BP_CreatureSpawner832_13,BP_CreatureSpawner_C,Char_Spitter_C,282354.90625,319.379638671875,2752.1181640625,200,1,1
0_BP_CreatureSpawner833_9,BP_CreatureSpawner_C,Char_CaveStinger_Child_C,230522.734375,87856.6953125,1030.845947265625,10000,3,3
0_BP_CreatureSpawner834,BP_CreatureSpawner_C,Char_CaveStinger_Child_C,240172.65625,42426.46875,-1574.599365234375,6500,3,3
0_BP_CreatureSpawner835,BP_CreatureSpawner_C,Char_CaveStinger_Child_C,221153.203125,76787.453125,-1032.614990234375,15000,5,5
0_BP_CreatureSpawner836,BP_CreatureSpawner_C,Char_CaveStinger_Child_C,238274.09375,72686.28125,-1538.5279541015625,10000,3,3
0_BP_CreatureSpawner837,BP_CreatureSpawner_C,Char_CaveStinger_Child_C,235979.609375,58239.03515625,-1574.599365234375,8000,3,3
0_BP_CreatureSpawner838_23,BP_CreatureSpawner_C,Char_CaveStinger_C,230162.734375,88465.1796875,1027.1129150390625,8000,2,2
0_BP_CreatureSpawner839,BP_CreatureSpawner_C,Char_Spitter_C,240559.46875,24946.28515625,-1086.1431884765625,500,1,1
0_BP_CreatureSpawner84,BP_CreatureSpawner_C,Char_SpaceGiraffe_C,90525.5234375,-41422.78125,5946.88916015625,3000,2,2
0_BP_CreatureSpawner840,BP_CreatureSpawner_C,Char_CaveStinger_C,221153.203125,76597.5625,-1032.614990234375,12000,3,3
0_BP_CreatureSpawner841,BP_CreatureSpawner_C,Char_CaveStinger_C,238274.09375,72686.28125,-1538.5279541015625,8000,1,1
0_BP_CreatureSpawner842,BP_CreatureSpawner_C,Char_CaveStinger_C,236975.4375,57998.39453125,-1350.7559814453125,8000,2,2
0_BP_CreatureSpawner843_26,BP_CreatureSpawner_C,Char_AlphaHog_C,282288.46875,130554.53125,11746.6044921875,3000,3,3
0_BP_CreatureSpawner844,BP_CreatureSpawner_C,Char_CaveStinger_C,217352.5625,52114.8359375,-1535.9249267578125,500,1,1
0_BP_CreatureSpawner845_30,BP_CreatureSpawner_C,Char_CaveStinger_C,221384.71875,122153.34375,-915.4234008789062,500,1,1
0_BP_CreatureSpawner846,BP_CreatureSpawner_C,Char_Spitter_C,225616.046875,114596.640625,-1513.2313232421875,500,1,1
0_BP_CreatureSpawner847_2,BP_CreatureSpawner_C,Char_Spitter_Alternative_C,-218453.0625,10520.474609375,17782.7734375,300,1,1
0_BP_CreatureSpawner848,BP_CreatureSpawner_C,Char_Spitter_Alternative_C,227540.5625,101666.2734375,-921.9447021484375,500,1,1
0_BP_CreatureSpawner849,BP_CreatureSpawner_C,Char_Spitter_Small_C,227286.03125,105579.1171875,-1249.515380859375,3000,3,3
0_BP_CreatureSpawner850,BP_CreatureSpawner_C,Char_CrabHatcher_C,242849.9375,26312.65234375,-1574.599365234375,1500,4,4
0_BP_CreatureSpawner851,BP_CreatureSpawner_C,Char_AlphaHog_C,258488.375,66349.5703125,-1085.1434326171875,2000,2,2
0_BP_CreatureSpawner852,BP_CreatureSpawner_C,Char_CrabHatcher_C,187715.703125,56003.55078125,-1574.599365234375,4000,6,6
0_BP_CreatureSpawner853,BP_CreatureSpawner_C,Char_SpaceGiraffe_C,242490.71875,-8249.041015625,1460.025390625,500,1,1
0_BP_CreatureSpawner854_43,BP_CreatureSpawner_C,Char_Spitter_Alternative_C,269257.96875,-2554.372314453125,2676.729736328125,3000,2,2
0_BP_CreatureSpawner855_12,BP_CreatureSpawner_C,Char_Spitter_C,218098.921875,98569.7265625,-476.5352783203125,500,1,1
0_BP_CreatureSpawner856_47,BP_CreatureSpawner_C,Char_Hog_C,255760.953125,127724.5546875,-2717.44873046875,4000,6,6
0_BP_CreatureSpawner857,BP_CreatureSpawner_C,Char_AlphaHog_C,260590.84375,124761.3046875,-2685.142333984375,500,1,1
0_BP_CreatureSpawner858_3,BP_CreatureSpawner_C,Char_Spitter_C,289307.125,77716.0625,-1536.7060546875,200,1,1
0_BP_CreatureSpawner859,BP_CreatureSpawner_C,Char_Spitter_Alternative_C,289079.21875,70785.375,-1536.7056884765625,200,1,1
0_BP_CreatureSpawner86,BP_CreatureSpawner_C,Char_AlphaHog_C,121454.921875,-103258.6640625,17165.423828125,500,1,1
0_BP_CreatureSpawner860,BP_CreatureSpawner_C,Char_CrabHatcher_C,290989.375,74292.8984375,-1574.599365234375,1500,2,2
0_BP_CreatureSpawner861,BP_CreatureSpawner_C,Char_Spitter_Alternative_C,225895.34375,101353.2890625,7269.97119140625,1000,1,1
0_BP_CreatureSpawner862,BP_CreatureSpawner_C,Char_AlphaHog_C,225981.03125,99609.171875,7290.6220703125,1000,1,1
0_BP_CreatureSpawner863_10,BP_CreatureSpawner_C,Char_Spitter_Alternative_C,271946.25,29888.330078125,-1401.1256103515625,200,1,1
0_BP_CreatureSpawner864,BP_CreatureSpawner_C,Char_Spitter_Small_C,273787.53125,25277.2109375,-1420.6895751953125,1000,2,2
0_BP_CreatureSpawner865_14,BP_CreatureSpawner_C,Char_CaveStinger_C,215780.484375,-915.6947021484375,-1532.577880859375,300,1,1
0_BP_CreatureSpawner866,BP_CreatureSpawner_C,Char_CrabHatcher_C,215785.6875,-111.6569595336914,-1462.7608642578125,2000,3,3
0_BP_CreatureSpawner867_18,BP_CreatureSpawner_C,Char_CaveStinger_C,248726.40625,59422.40234375,-1383.8746337890625,200,1,1
0_BP_CreatureSpawner868,BP_CreatureSpawner_C,Char_Spitter_Alternative_C,249270.828125,57323.5703125,-1478.4693603515625,200,1,1
0_BP_CreatureSpawner869_22,BP_CreatureSpawner_C,Char_CrabHatcher_C,231884.15625,27059.34765625,-1574.599365234375,3000,5,5
0_BP_CreatureSpawner87,BP_CreatureSpawner_C,Char_Hog_C,-72300.9140625,-106848.859375,2106.6259765625,4000,3,3
0_BP_CreatureSpawner870,BP_CreatureSpawner_C,Char_Spitter_Alternative_C,265189.375,48289.8515625,-1190.6114501953125,500,1,1
0_BP_CreatureSpawner871_9,BP_CreatureSpawner_C,Char_CrabHatcher_C,272648.875,80998.65625,-1528.6258544921875,1500,2,2
0_BP_CreatureSpawner872_30,BP_CreatureSpawner_C,Char_AlphaHog_C,195241.46875,91754.34375,1169.5614013671875,4000,2,2
0_BP_CreatureSpawner873,BP_CreatureSpawner_C,Char_Spitter_Alternative_C,190532.765625,83914.515625,1155.955322265625,300,1,1
0_BP_CreatureSpawner874,BP_CreatureSpawner_C,Char_Spitter_Alternative_C,297579.90625,14132.6259765625,-850.8568115234375,200,1,1
0_BP_CreatureSpawner875,BP_CreatureSpawner_C,Char_Spitter_Alternative_C,286652.84375,6103.85546875,1160.1700439453125,500,1,1
0_BP_CreatureSpawner876_11,BP_CreatureSpawner_C,Char_Spitter_C,271535.75,83856.5390625,-1536.8348388671875,200,1,1
0_BP_CreatureSpawner877_40,BP_CreatureSpawner_C,Char_Spitter_C,180260.6875,78962.171875,7236.0029296875,500,1,1
0_BP_CreatureSpawner878_44,BP_CreatureSpawner_C,Char_AlphaHog_C,206778.59375,112341.0625,-86.68106079101562,200,1,1
0_BP_CreatureSpawner879_1,BP_CreatureSpawner_C,Char_CaveStinger_C,220957.578125,28529.556640625,-1140.6929931640625,300,1,1
0_BP_CreatureSpawner88,BP_CreatureSpawner_C,Char_Spitter_Small_C,-72497.6328125,-117267.046875,2078.92041015625,3000,1,1
0_BP_CreatureSpawner880,BP_CreatureSpawner_C,Char_Spitter_Small_C,291337.46875,2313.2470703125,908.451171875,500,1,1
0_BP_CreatureSpawner881_51,BP_CreatureSpawner_C,Char_Spitter_Alternative_C,247381.03125,119991.5234375,-1000.1713256835938,200,1,1
0_BP_CreatureSpawner882_54,BP_CreatureSpawner_C,Char_Spitter_C,217113.578125,54963.9140625,-1203.8594970703125,300,1,1
0_BP_CreatureSpawner883,BP_CreatureSpawner_C,Char_Spitter_C,283071.53125,54731.68359375,-645,1000,1,1
0_BP_CreatureSpawner884,BP_CreatureSpawner_C,Char_Spitter_Small_C,254565.203125,97089.8984375,-1484.3701171875,1000,2,2
0_BP_CreatureSpawner885_61,BP_CreatureSpawner_C,Char_Spitter_C,259997.828125,-25595.51953125,6944.63525390625,1500,2,2
0_BP_CreatureSpawner886_3,BP_CreatureSpawner_C,Char_Spitter_Small_C,268210.65625,11608.439453125,329.41241455078125,2500,3,3
0_BP_CreatureSpawner887_65,BP_CreatureSpawner_C,Char_AlphaHog_C,281204.21875,120881.5390625,271.6680603027344,200,1,1
0_BP_CreatureSpawner888,BP_CreatureSpawner_C,Char_AlphaHog_C,281235.84375,109384.8515625,-1562.43359375,200,1,1
0_BP_CreatureSpawner889,BP_CreatureSpawner_C,Char_Hog_C,266799.8125,114357.9921875,7.618011474609375,5000,4,4
0_BP_CreatureSpawner890,BP_CreatureSpawner_C,Char_Stinger_C,277648.8125,-21253.177734375,3753.1591796875,200,1,1
0_BP_CreatureSpawner891_71,BP_CreatureSpawner_C,Char_CrabHatcher_C,254405.015625,97203.6328125,-1477.6148681640625,2000,2,2
0_BP_CreatureSpawner892,BP_CreatureSpawner_C,Char_Spitter_Alternative_C,251545.734375,79397.3125,-1569.6422119140625,500,1,1
0_BP_CreatureSpawner893,BP_CreatureSpawner_C,Char_Spitter_C,209101.328125,30900.833984375,-1424.4549560546875,500,1,1
0_BP_CreatureSpawner894,BP_CreatureSpawner_C,Char_CrabHatcher_C,290528,39485.36328125,-1574.599365234375,1500,2,2
0_BP_CreatureSpawner895_8,BP_CreatureSpawner_C,Char_AlphaHog_C,220178.96875,26041.71875,-1470.102294921875,200,1,1
0_BP_CreatureSpawner896_10,BP_CreatureSpawner_C,Char_Hog_C,212256.265625,104316.359375,-107.14295959472656,3500,4,4
0_BP_CreatureSpawner897,BP_CreatureSpawner_C,Char_AlphaHog_C,251963.375,111232.71875,-1611.257568359375,500,1,1
0_BP_CreatureSpawner898,BP_CreatureSpawner_C,Char_CrabHatcher_C,225356.375,13229.6298828125,-1406.6453857421875,2000,2,2
0_BP_CreatureSpawner899,BP_CreatureSpawner_C,Char_SpaceGiraffe_C,295821.65625,-14009.1396484375,2009.2216796875,500,1,1
0_BP_CreatureSpawner89_19,BP_CreatureSpawner_C,Char_CaveStinger_Child_C,41214.78515625,-120699.8515625,11351.6669921875,500,2,2
0_BP_CreatureSpawner8_5,BP_CreatureSpawner_C,Char_Spitter_C,61381.48046875,-130950.3671875,7609.9013671875,200,1,1
0_BP_CreatureSpawner900,BP_CreatureSpawner_C,Char_SpaceGiraffe_C,265000.6875,77466.3828125,-1257.7923583984375,500,1,1
0_BP_CreatureSpawner901,BP_CreatureSpawner_C,Char_SpaceGiraffe_C,277140.25,94868.78125,-1361.6988525390625,500,1,1
0_BP_CreatureSpawner902,BP_CreatureSpawner_C,Char_SpaceGiraffe_C,229759.90625,63897.3046875,-1505.226318359375,500,1,1
0_BP_CreatureSpawner904,BP_CreatureSpawner_C,Char_SpaceGiraffe_C,206747.21875,20072.037109375,-1196.0946044921875,500,1,1
0_BP_CreatureSpawner905,BP_CreatureSpawner_C,Char_SpaceGiraffe_C,193106.59375,69590.0390625,-1361.4564208984375,500,1,1
0_BP_CreatureSpawner906,BP_CreatureSpawner_C,Char_EliteCaveStinger_C,168772.78125,50750.96484375,124.28118133544922,7000,2,2
0_BP_CreatureSpawner907,BP_CreatureSpawner_C,Char_EliteCaveStinger_C,311612.53125,-10431.49609375,2347.708984375,300,1,1
0_BP_CreatureSpawner90_10,BP_CreatureSpawner_C,Char_CaveStinger_Child_C,43061.9453125,-119034.859375,11307.255859375,1000,2,2
0_BP_CreatureSpawner91,BP_CreatureSpawner_C,Char_AlphaHog_C,-23095.984375,-92121.5546875,9725.40625,500,1,1
0_BP_CreatureSpawner911,BP_CreatureSpawner_C,Char_Spitter_Alternative_C,287324.875,39234.50390625,-1486.3232421875,200,1,1
0_BP_CreatureSpawner912,BP_CreatureSpawner_C,Char_AlphaHog_C,205049.46875,75093.3671875,4823.35302734375,500,1,1
0_BP_CreatureSpawner913,BP_CreatureSpawner_C,Char_Spitter_C,222553.28125,41586.11328125,726.1752319335938,200,1,1
0_BP_CreatureSpawner914,BP_CreatureSpawner_C,Char_CrabHatcher_C,204702,45513.41796875,-1327.98583984375,2000,3,3
0_BP_CreatureSpawner915,BP_CreatureSpawner_C,Char_CrabHatcher_C,248167.4375,11039.390625,-1574.599365234375,1500,3,3
0_BP_CreatureSpawner916,BP_CreatureSpawner_C,Char_Spitter_Alternative_C,204248.34375,45820.40625,-1327.98583984375,200,1,1
0_BP_CreatureSpawner917,BP_CreatureSpawner_C,Char_CrabHatcher_C,191374.234375,26153.396484375,-1574.599365234375,2000,3,3
0_BP_CreatureSpawner918,BP_CreatureSpawner_C,Char_Spitter_Small_C,227266.546875,11346.0146484375,-1535.0621337890625,1000,2,2
0_BP_CreatureSpawner919,BP_CreatureSpawner_C,Char_Spitter_C,208903.375,13320.744140625,-1536.7061767578125,200,1,1
0_BP_CreatureSpawner92,BP_CreatureSpawner_C,Char_CaveStinger_Child_C,-13574.8017578125,-133513,9013.70703125,200,1,1
0_BP_CreatureSpawner920,BP_CreatureSpawner_C,Char_AlphaHog_C,193041.390625,25412.76171875,-1083.7266845703125,300,1,1
0_BP_CreatureSpawner921,BP_CreatureSpawner_C,Char_Hog_C,201297.984375,13092.40625,234.53399658203125,2000,3,3
0_BP_CreatureSpawner922_11,BP_CreatureSpawner_C,Char_Hog_C,247821.71875,8294.42578125,-1262.6109619140625,2000,3,3
0_BP_CreatureSpawner923,BP_CreatureSpawner_C,Char_CaveStinger_C,254383.21875,47879.87109375,-163.85704040527344,200,1,1
0_BP_CreatureSpawner924,BP_CreatureSpawner_C,Char_NonFlyingBird_C,210918.5,24779.017578125,-1554.28662109375,10000,4,4
0_BP_CreatureSpawner925,BP_CreatureSpawner_C,Char_NonFlyingBird_C,266487.46875,47583.19140625,-735.2272338867188,8000,3,3
0_BP_CreatureSpawner926,BP_CreatureSpawner_C,Char_NonFlyingBird_C,247656.125,108202.6171875,-1044.886474609375,8000,3,3
0_BP_CreatureSpawner927,BP_CreatureSpawner_C,Char_NonFlyingBird_C,290113.21875,-6799.51025390625,1321.2508544921875,10000,3,3
0_BP_CreatureSpawner928,BP_CreatureSpawner_C,Char_SpaceRabbit_C,283699.21875,7573.91943359375,1165.3543701171875,300,1,1
0_BP_CreatureSpawner929,BP_CreatureSpawner_C,Char_SpaceRabbit_C,258145.703125,53224.5703125,-1214.830322265625,300,1,1
0_BP_CreatureSpawner93,BP_CreatureSpawner_C,Char_CaveStinger_Child_C,-14164.5595703125,-135112.328125,9505.3125,200,1,1
0_BP_CreatureSpawner930,BP_CreatureSpawner_C,Char_SpaceRabbit_C,272693.1875,105970.171875,-1520.649658203125,300,1,1
0_BP_CreatureSpawner931,BP_CreatureSpawner_C,Char_SpaceRabbit_C,248525.015625,136824.328125,-2770.240966796875,300,1,1
0_BP_CreatureSpawner932,BP_CreatureSpawner_C,Char_SpaceRabbit_C,204382.765625,92413.375,2389.1298828125,300,1,1
0_BP_CreatureSpawner933,BP_CreatureSpawner_C,Char_SpaceRabbit_C,190569.296875,37489.0703125,5558.76953125,300,1,1
0_BP_CreatureSpawner934_5,BP_CreatureSpawner_C,Char_Spitter_Small_C,-218657.71875,8889.4794921875,17782.5234375,1000,2,2
0_BP_CreatureSpawner935_8,BP_CreatureSpawner_C,Char_Spitter_C,-174199.21875,46753.17578125,23719.833984375,2000,2,2
0_BP_CreatureSpawner936,BP_CreatureSpawner_C,Char_AlphaHog_C,-147818,1643.76123046875,19605.484375,2000,2,2
0_BP_CreatureSpawner944_29,BP_CreatureSpawner_C,Char_CaveStinger_C,-75820.28125,51622.71875,19273.765625,1500,3,3
0_BP_CreatureSpawner94_3,BP_CreatureSpawner_C,Char_CaveStinger_Child_C,38500.6484375,-112332.7265625,10281.6494140625,800,2,2
0_BP_CreatureSpawner95,BP_CreatureSpawner_C,Char_CaveStinger_Child_C,40774.46484375,-111176.2890625,10245.52734375,200,1,1
0_BP_CreatureSpawner96,BP_CreatureSpawner_C,Char_Spitter_C,85206.390625,-130506.390625,14928.1162109375,300,1,1
0_BP_CreatureSpawner97_4,BP_CreatureSpawner_C,Char_CrabHatcher_C,-72397.84375,-87983.25,55.87847900390625,200,1,1
0_BP_CreatureSpawner99,BP_CreatureSpawner_C,Char_CrabHatcher_C,-66573.1796875,-93511.15625,11.7991943359375,5000,3,3
0_BP_CreatureSpawner9_2,BP_CreatureSpawner_C,Char_Hog_C,-9874.2333984375,-143664.546875,12256.0869140625,2000,1,1
0_BP_CreatureSpawner_586,BP_CreatureSpawner_C,Char_Hog_C,-11039.607421875,-90261.3828125,12673.9775390625,1000,4,4
0_BP_CreatureSpawner_Border_113,BP_CreatureSpawner_C,Char_Hog_C,7615.7197265625,-87814.46875,9905.482421875,1000,2,2
0_BP_EnemySpawner136,BP_CreatureSpawner_C,Char_Spitter_C,182033.453125,-23819.80078125,8992.9873046875,2736.31201171875,1,1
0_BP_EnemySpawner137,BP_CreatureSpawner_C,Char_Spitter_C,102601.28125,67189.2578125,9622.119140625,1803.33056640625,1,1
0_BP_EnemySpawner138,BP_CreatureSpawner_C,Char_Spitter_C,193791.234375,8696.974609375,14346.0029296875,1803.33056640625,1,1
0_BP_EnemySpawner139,BP_CreatureSpawner_C,Char_Spitter_C,244602.234375,-24165.203125,9193.5146484375,1460.6109619140625,1,1
0_BP_EnemySpawner141,BP_CreatureSpawner_C,Char_Spitter_C,274717.6875,-43996.265625,9487.6796875,1988.4429931640625,1,1
0_BP_EnemySpawner142,BP_CreatureSpawner_C,Char_Spitter_C,260563.78125,-43996.265625,10337.1015625,1097.5909423828125,1,1
0_BP_EnemySpawner144,BP_CreatureSpawner_C,Char_Spitter_C,214286.796875,-18582.927734375,10723.576171875,692.8656005859375,1,1
0_BP_EnemySpawner145,BP_CreatureSpawner_C,Char_Spitter_C,188156.46875,21206.21875,11070.109375,1207.634765625,1,1
0_BP_EnemySpawner148,BP_CreatureSpawner_C,Char_Stinger_C,47890.16796875,-4225.705078125,13262.5166015625,5000,1,1
0_BP_EnemySpawner149,BP_CreatureSpawner_C,Char_Hog_C,36601.65234375,-56279.29296875,15157.744140625,500,1,1
0_BP_EnemySpawner150,BP_CreatureSpawner_C,Char_Spitter_C,185567.796875,-30705.630859375,10412.689453125,777.3272094726562,1,1
0_BP_EnemySpawner151_3,BP_CreatureSpawner_C,Char_Hog_C,31691.953125,-53730.57421875,13782.63671875,2000,2,2
0_BP_EnemySpawner152,BP_CreatureSpawner_C,Char_Hog_C,94971.5546875,-18334.837890625,15508.0517578125,500,1,1
