Item ID,X,Y,Z
blue,-180197.234375,-135956.09375,-1722.701904296875
yellow,-206689.125,-191820.171875,7608.8935546875
blue,-206358.6875,-195657.0,-1391.2119140625
blue,-211812.5625,-140593.296875,3107.16455078125
blue,-208851.84375,-151187.046875,10257.61328125
blue,-197509.203125,-145895.96875,1994.2559814453125
blue,-148951.65625,-104096.9453125,1976.474365234375
blue,-127715.0078125,-83530.578125,2464.6591796875
blue,-124509.0546875,-71728.2421875,1736.126953125
blue,-193556.15625,-96514.0703125,-290.72894287109375
blue,-173585.46875,-78947.9765625,4678.64453125
purple,-157870.546875,-89590.6171875,-4184.5078125
yellow,-200042.6875,-123746.0078125,1762.51123046875
blue,-193643.0,-78730.0,1088.0
blue,-220728.984375,-129010.1484375,4906.93798828125
purple,-225540.015625,-151572.484375,-5123.60888671875
blue,-227221.921875,-144439.96875,4639.64013671875
yellow,-232566.828125,-73522.15625,1110.4932861328125
blue,-252341.734375,-129725.5703125,8113.98095703125
blue,-216556.96875,-164256.03125,-1791.9129638671875
blue,-237526.171875,-154960.765625,13809.3994140625
yellow,-248684.375,-168364.890625,5078.03759765625
blue,-260891.625,-152810.953125,991.5802001953125
blue,-267650.5625,-140337.703125,6370.2626953125
blue,-273618.1875,-93543.7421875,-840.8453979492188
yellow,-286303.84375,-127241.953125,2345.53662109375
blue,-237200.125,-186283.6875,-136.9424591064453
purple,-286815.3125,-160491.890625,6791.59130859375
blue,-261667.1875,-191990.25,-890.0969848632812
yellow,-271756.78125,-192357.359375,2767.07373046875
blue,-263272.4375,-74855.671875,-1639.287353515625
yellow,-176508.203125,-69715.21875,1101.4508056640625
blue,-213660.578125,-68965.2734375,78.11396026611328
yellow,-154156.09375,-62049.92578125,4752.837890625
yellow,-211791.96875,-48537.265625,6656.39892578125
blue,-177366.109375,-44370.0,-1751.6202392578125
blue,-205601.65625,-27120.6953125,12254.884765625
purple,-198374.015625,-10592.21484375,3815.6572265625
blue,-236733.421875,-38309.25390625,-1621.8070068359375
blue,-229637.59375,-20539.408203125,-1908.8685302734375
blue,-229149.015625,-21167.8828125,4775.8486328125
blue,-164418.828125,-14323.5703125,6184.72021484375
yellow,-202123.21875,-1079.80859375,20376.408203125
purple,-264290.09375,-33952.51171875,9152.1025390625
blue,-273273.40625,-64068.51171875,3103.334716796875
blue,-263224.15625,-16429.10546875,511.79766845703125
blue,-137331.921875,-51819.609375,8182.55859375
blue,-151933.84375,-40291.4453125,2863.63623046875
yellow,-114662.2578125,-57562.48828125,13728.4130859375
yellow,-140119.09375,-15383.72265625,10426.9453125
yellow,-169826.265625,206.33203125,20486.767578125
purple,-182085.375,28720.552734375,10801.4111328125
blue,-183688.078125,16111.88671875,5582.6708984375
blue,-195258.671875,12077.4296875,11901.970703125
purple,-218426.5625,24200.107421875,8754.7333984375
yellow,-156426.359375,16549.921875,18193.84375
yellow,-155161.15625,15770.83203125,4123.70068359375
purple,-171997.9375,25223.474609375,15695.169921875
yellow,-237853.1875,20708.591796875,-815.0391845703125
blue,-210681.90625,43083.859375,10394.93359375
yellow,-184098.34375,31015.30859375,22715.638671875
purple,-175603.65625,44187.3515625,18989.81640625
blue,-246584.0,50205.0,977.0
blue,-268982.1875,9244.5703125,26.374755859375
blue,-225302.0,55320.9453125,1661.9324951171875
purple,-151141.078125,22066.0546875,26174.703125
yellow,-154659.46875,49170.0703125,24059.484375
yellow,-167204.15625,45892.015625,21913.396484375
yellow,-132430.125,-4225.2421875,22879.83203125
yellow,-122307.71875,28472.7890625,19845.18359375
purple,-129127.265625,20713.591796875,28689.953125
yellow,-141907.203125,47702.4140625,19467.55078125
purple,-125151.9375,49267.05859375,34041.640625
purple,-127059.125,43459.2265625,19964.611328125
blue,-93358.0,9641.0,22301.0
blue,-94414.0,8679.0,21705.0
blue,-95903.0,8243.0,22013.0
blue,-93807.0,6182.0,20619.0
blue,-92948.0,7469.0,23110.0
blue,-93863.5390625,-22671.87890625,17598.025390625
yellow,-99991.9921875,26448.291015625,21435.484375
blue,-97215.0,18665.0,20330.0
yellow,-140201.65625,62485.79296875,11797.08984375
yellow,-169657.9375,65658.6015625,17682.416015625
purple,-106598.2109375,34219.25,23600.427734375
purple,-95974.2734375,44010.58203125,5091.78466796875
blue,-117464.6640625,65317.41796875,13399.857421875
blue,-113223.8046875,66523.9765625,13003.23046875
blue,-116513.3515625,69434.734375,14657.619140625
purple,-96334.3359375,68858.0625,12270.6748046875
yellow,-104846.8515625,63693.9140625,21511.91015625
purple,-92511.4453125,57168.25390625,9571.3291015625
blue,-109870.515625,69604.2734375,13389.17578125
blue,-96647.5,51528.09765625,2483.9541015625
yellow,-186682.015625,55910.1015625,10871.2578125
purple,-151575.0,77412.0,21708.0
blue,-135682.15625,72159.0625,8200.4296875
yellow,-147146.0,90692.0,19152.0
blue,-114214.4921875,72589.9140625,14877.1240234375
blue,-124469.9921875,84572.625,7208.09912109375
blue,-169210.90625,75979.46875,2371.747802734375
yellow,-163138.1875,91518.265625,-206.93145751953125
blue,-160825.3125,75737.53125,5015.2021484375
yellow,-191441.34375,82122.484375,121.56372833251953
blue,-176793.40625,79807.5546875,12265.8134765625
blue,-181215.8125,76729.65625,17784.416015625
purple,-176863.65625,88804.5703125,11533.1015625
blue,-105264.6484375,83190.828125,13173.2294921875
yellow,-153175.28125,108961.8046875,7960.06591796875
yellow,-163321.0,106057.0,20025.0
purple,-164072.734375,92802.6953125,7268.46142578125
blue,-155578.890625,99241.2265625,13744.4228515625
blue,-161214.640625,93264.5859375,9840.0224609375
yellow,-122139.9453125,98782.515625,7165.41357421875
blue,-97120.8046875,97881.109375,12218.87890625
purple,-109140.5546875,101010.609375,16307.810546875
blue,-180206.96875,108188.75,11441.1044921875
yellow,-178742.0,93006.0,20888.0
blue,-139446.90625,130393.3984375,9832.525390625
purple,-143599.03125,127389.3046875,13045.3330078125
purple,-155221.0,126132.0,15257.0
blue,-216108.515625,112516.515625,-689.4234008789062
blue,-178837.09375,131313.015625,3782.47509765625
yellow,-216626.984375,127790.3046875,-778.8694458007812
blue,-210904.125,138994.640625,-579.3234252929688
yellow,-163552.0,134766.0,12793.0
purple,-143905.5,139824.125,13128.0
yellow,-143654.890625,145513.6875,4374.8564453125
yellow,-256160.5,115331.5390625,-634.2728881835938
yellow,-264744.71875,74082.3828125,-910.3744506835938
purple,-268368.90625,87125.828125,-1742.577880859375
yellow,-144324.0,156856.0,14338.0
blue,-149928.8125,171000.3125,3607.4423828125
blue,-136888.15625,162494.59375,721.9017944335938
yellow,-174329.875,180824.140625,6287.08203125
blue,-165979.265625,186656.390625,2318.092041015625
yellow,-142518.828125,185883.734375,2270.5205078125
purple,-136317.0,176577.0,16319.0
blue,-113645.1953125,148049.3125,6218.9013671875
blue,-126519.4453125,136940.015625,5168.3984375
yellow,-126517.4140625,169345.0,-5713.0048828125
purple,-128483.0,156718.0,13823.0
blue,-128699.984375,117703.703125,7809.8720703125
blue,-155397.75,210147.1875,-1543.571533203125
yellow,-121973.4375,206940.59375,-303.4131164550781
blue,-97705.3515625,200304.671875,2836.096435546875
blue,-111111.9921875,223563.109375,736.202880859375
blue,-56673.08203125,191128.578125,402.45672607421875
blue,-68347.0078125,170998.578125,786.8340454101562
yellow,-54094.01953125,172147.84375,1832.5125732421875
blue,-56825.71875,234985.296875,-2647.916259765625
blue,-115731.21875,238883.515625,-4679.34521484375
blue,-91820.109375,249822.171875,-3181.374267578125
purple,-136864.015625,241803.953125,-11804.2587890625
yellow,-55705.3828125,250303.546875,-1964.357177734375
blue,-110796.6875,262232.21875,-6225.07080078125
yellow,-91286.1953125,271310.28125,-6500.02587890625
blue,-78244.0703125,270755.125,-3966.489501953125
blue,-87052.046875,276875.28125,-3049.356201171875
blue,-54543.35546875,270830.1875,-1451.72412109375
blue,-64958.64453125,268214.0,-3016.97998046875
blue,-54766.41015625,283464.59375,-1426.6380615234375
blue,-70297.375,292339.21875,-6331.5673828125
yellow,-71178.8671875,282572.96875,-3690.357666015625
blue,-53805.79296875,300084.34375,-6722.62353515625
blue,-39479.77734375,276042.21875,-2510.846923828125
yellow,-31863.052734375,304196.125,-1471.3424072265625
yellow,-12194.98828125,283251.25,3348.228515625
blue,-12908.09375,291933.8125,-1779.264892578125
blue,-11948.3671875,302673.125,-1881.1641845703125
blue,-18183.1796875,263638.65625,1988.0001220703125
purple,-19009.1015625,272696.15625,10535.1015625
blue,-18093.9140625,272198.40625,-5811.16748046875
blue,6632.5,292644.25,1160.996337890625
blue,-4365.59765625,290254.25,2358.487548828125
yellow,-5944.2109375,266008.28125,676.9981079101562
blue,10052.9375,276179.96875,-5657.83203125
blue,10973.12109375,292828.78125,3545.1318359375
blue,14158.3515625,277845.03125,-5275.73046875
blue,11639.0859375,278218.03125,-5134.7666015625
blue,22570.84375,274565.0625,2791.613525390625
yellow,10539.1875,267942.4375,-3765.0478515625
blue,13037.9765625,275406.0,-5643.6884765625
blue,11565.03125,275010.0625,-5485.8310546875
blue,11884.515625,276436.9375,-5037.3388671875
yellow,30578.5859375,242052.140625,-3493.00048828125
blue,19407.185546875,247199.046875,3313.39794921875
blue,43383.98046875,252867.46875,-116.95880126953125
blue,34667.65234375,215761.171875,-5369.78125
blue,45527.0703125,226859.71875,1279.4749755859375
blue,14476.9140625,230072.171875,7249.8115234375
blue,25539.3828125,216946.15625,-2490.843505859375
blue,61847.5234375,216669.4375,-1128.7318115234375
blue,-15141.16796875,218878.703125,232.74456787109375
purple,16287.67578125,214765.234375,13773.23046875
blue,4580.86328125,197112.609375,906.55029296875
blue,-24539.869140625,214616.09375,-3446.379638671875
blue,-44644.91015625,229139.5,277.98199462890625
blue,-39678.30859375,213270.625,-426.4142761230469
blue,3924.8203125,191567.09375,-5231.451171875
yellow,-24915.115234375,184967.953125,-921.794921875
yellow,20301.822265625,192237.1875,18411.984375
yellow,22335.4375,182534.40625,-7746.95849609375
purple,33123.66796875,176853.1875,-6537.74853515625
purple,44047.14453125,189344.875,10354.4130859375
blue,21985.0,169795.0,-11810.0
purple,-19617.443359375,163535.765625,7996.703125
blue,43542.25390625,161856.546875,-1568.428955078125
yellow,63119.0,210396.0,1668.0
purple,66407.953125,203371.78125,11018.7509765625
blue,58803.6640625,190303.5625,3287.807373046875
yellow,68066.5078125,171000.921875,12604.408203125
yellow,52708.5625,170327.734375,9668.572265625
blue,37452.91015625,144081.03125,-7061.43896484375
blue,88404.1171875,202261.1875,717.3574829101562
blue,77392.625,189828.25,2239.079833984375
purple,91263.0703125,232000.015625,7409.25244140625
blue,76367.71875,227611.03125,4363.70849609375
blue,112477.0,200649.5625,-5054.66259765625
blue,96904.765625,230776.3125,-3912.851806640625
blue,105235.46875,233314.46875,-2223.519775390625
purple,78298.203125,173893.265625,-3988.683349609375
yellow,63528.6015625,135698.796875,6859.9755859375
blue,94290.8125,191764.328125,6766.43408203125
blue,115017.1484375,178031.375,-5252.8828125
yellow,118270.875,184714.546875,-2799.90869140625
blue,132180.9375,175558.171875,-2330.818359375
blue,88076.7421875,137502.515625,10776.3427734375
purple,131388.5,164666.140625,-3921.609130859375
blue,127141.078125,163916.671875,2336.895263671875
blue,126616.7734375,155744.75,6756.451171875
blue,132609.921875,232404.171875,-14229.3623046875
yellow,104300.859375,152734.046875,6634.48681640625
yellow,141830.46875,190145.28125,-5792.69287109375
blue,136433.46875,205189.265625,-8365.3212890625
yellow,152768.796875,232176.578125,-9409.650390625
yellow,134638.859375,218682.890625,875.9910278320312
blue,132077.65625,248280.546875,-10341.48828125
yellow,124451.8984375,237040.125,-2511.6396484375
yellow,125262.7109375,244039.9375,-7112.3251953125
blue,125413.7890625,237617.125,-10840.666015625
blue,135814.859375,248732.375,-16827.201171875
blue,140681.921875,238884.9375,-11460.3291015625
purple,140604.203125,251773.53125,-5815.24560546875
purple,133466.40625,240928.546875,-8871.61328125
purple,162494.8125,224747.375,-7889.8603515625
blue,169976.09375,194629.59375,-7903.7724609375
blue,166726.59375,203701.40625,-3605.723876953125
yellow,148346.1875,263032.5625,9909.8427734375
blue,153655.109375,257705.28125,-925.9903564453125
purple,176027.28125,250642.265625,-898.87548828125
purple,190325.03125,230743.21875,-11162.1787109375
blue,175704.484375,225211.5,-3270.1279296875
blue,189389.015625,200749.203125,3491.12841796875
yellow,185230.515625,209199.1875,4808.04931640625
yellow,203140.90625,209019.265625,13253.9130859375
blue,207259.578125,203801.09375,8445.4326171875
blue,180559.90625,189919.1875,-2922.4892578125
blue,194376.390625,193846.625,-1886.0355224609375
blue,178835.796875,182413.59375,-1657.2208251953125
blue,178416.734375,186707.515625,-4237.234375
blue,184977.546875,184736.65625,-2015.0460205078125
blue,183056.21875,180707.5625,-4264.900390625
blue,165282.28125,181676.625,-2581.275634765625
purple,171375.75,174413.453125,4754.60498046875
purple,198116.75,180765.671875,17957.123046875
blue,212810.0,192285.0,12650.0
yellow,175010.609375,161669.0,13100.876953125
blue,183085.0,164584.0,9245.0
yellow,157444.25,165266.671875,-3296.123046875
yellow,209309.0,154859.0,50.0
yellow,209910.0,173870.0,16615.0
yellow,201315.0,169308.0,11448.0
yellow,142239.203125,161305.4375,5205.35302734375
blue,137129.21875,162099.53125,-4670.59619140625
blue,152137.75,165805.921875,236.8877410888672
blue,165838.0,141362.0,9845.0
blue,160647.0,143586.0,8072.0
purple,160559.796875,133221.84375,11079.7666015625
purple,151141.0,140691.0,13255.0
blue,181293.0,149901.0,8525.0
yellow,210046.0,134583.0,-81.0
yellow,196566.0,153128.0,8669.0
purple,203508.0,145635.0,6584.0
blue,229666.0,160136.0,7624.0
yellow,228660.0,133683.0,-5741.0
purple,228315.0,139843.0,3658.0
purple,232149.0,134644.0,-8415.0
purple,231574.0,148534.0,10093.0
yellow,184321.0,131052.0,15902.0
blue,180344.0,126586.0,11567.0
yellow,174657.0,129903.0,16334.0
yellow,178365.0,117380.0,12980.0
purple,205619.0,124952.0,-6371.0
blue,214651.0,113982.0,10739.0
purple,212415.0,126415.0,6325.0
yellow,208982.0,115908.0,11668.0
yellow,172976.96875,113563.96875,10456.0
purple,162677.0,131663.0,12843.0
blue,166036.0,116547.0,9841.0
blue,221544.0,131718.0,-2001.0
blue,220790.0,129840.0,9040.0
purple,231950.0,125298.0,6984.0
purple,223085.0,114951.0,3132.0
purple,228965.0,129795.0,16900.0
yellow,224929.0,131825.0,4723.0
purple,234537.0,117263.0,11707.0
yellow,220420.0,122285.0,4015.0
yellow,228451.0,115713.0,7122.0
yellow,153421.0,113802.0,7941.0
yellow,143827.265625,125949.3203125,16239.978515625
purple,186090.0,97485.0,12635.0
yellow,175015.0,106610.0,11552.0
blue,185849.0,111911.0,14296.0
purple,181954.0,92921.0,3222.0
purple,177248.0,98029.0,7139.0
yellow,174300.0,94266.0,8096.0
purple,194244.0,110754.0,15475.0
yellow,183859.0,104898.0,5404.0
purple,155407.0,101946.0,8236.0
yellow,164906.0,94881.0,8701.0
blue,167795.0,97575.0,6007.0
blue,123342.8515625,136007.125,11009.1318359375
yellow,131772.390625,133791.3125,12902.7021484375
yellow,134471.171875,103706.8671875,13407.1552734375
purple,144988.0,101902.0,21318.0
blue,124923.8984375,117905.0078125,10145.3603515625
yellow,92688.9296875,112725.8515625,10873.4267578125
blue,101580.3125,124437.34375,10567.384765625
purple,200497.0,107571.0,8178.0
yellow,213676.40625,100009.4296875,-587.4625244140625
blue,219571.0,111317.0,5147.0
purple,232352.0,109088.0,4992.0
purple,226568.59375,106004.1796875,-1397.8775634765625
blue,223798.28125,99283.203125,1474.28662109375
yellow,228255.0,109553.0,3414.0
blue,231636.203125,94324.6640625,3983.298828125
yellow,222466.0,112035.0,10484.0
blue,228632.0,106588.0,5556.0
blue,228323.0,109351.0,8098.0
yellow,254685.421875,135377.203125,-3415.30615234375
yellow,238314.0,133385.0,12325.0
yellow,246888.0,150580.0,9420.0
purple,238370.875,153571.0,13063.4736328125
yellow,241825.234375,121073.7734375,5734.65771484375
purple,236032.6875,94330.125,-896.4951782226562
yellow,249765.4375,110459.171875,-1958.2740478515625
blue,238686.390625,96476.96875,893.248046875
purple,285727.34375,128183.9453125,11353.857421875
yellow,280505.375,105488.046875,-134.734375
yellow,237415.90625,85465.8671875,2368.989501953125
blue,240040.546875,80232.6484375,-475.4589538574219
yellow,251111.890625,79026.0546875,-1671.20703125
blue,218619.296875,82222.0234375,-595.37109375
blue,219926.453125,85262.296875,-558.1073608398438
blue,225006.859375,77164.4140625,-704.5619506835938
blue,218984.171875,74573.0703125,-1287.9693603515625
blue,227422.890625,87136.5,-927.0059204101562
purple,258787.484375,67454.4375,-1043.313720703125
blue,238902.28125,69953.6953125,-1654.9918212890625
blue,237021.015625,60782.328125,-1667.040283203125
blue,246886.296875,69221.796875,-1707.5673828125
blue,227729.53125,60730.6484375,-1641.463623046875
blue,229588.625,69717.0625,-1674.5791015625
yellow,220847.046875,65711.2421875,-1192.915771484375
blue,206735.4375,79105.75,-889.460205078125
yellow,205127.484375,74400.9609375,4686.2978515625
blue,213707.53125,85508.0625,390.9596252441406
blue,212703.0,68577.9453125,-1664.82470703125
yellow,209116.34375,59416.19140625,1499.3280029296875
purple,176778.0,92114.0,11410.0
blue,181598.875,85971.1484375,9224.0
blue,174293.4375,76533.8125,-1155.7364501953125
blue,179371.0,73733.0,4290.0
yellow,181625.0,67903.0,9571.0
purple,177695.0,68263.0,19688.0
purple,187595.265625,55849.7109375,-1683.2459716796875
yellow,177589.0,66278.0,16009.0
blue,234864.46875,50019.59375,-1668.769775390625
yellow,222151.21875,40181.8671875,443.3900146484375
blue,245766.125,48679.84375,-1349.9429931640625
blue,246631.03125,35136.35546875,-1285.2376708984375
purple,276096.40625,50570.34765625,-615.6846923828125
purple,244584.5625,27220.328125,-1671.3302001953125
yellow,250130.109375,11352.58984375,-1204.5845947265625
yellow,226164.6875,12413.9375,-1654.9744873046875
yellow,287374.9375,38388.28125,-1474.264404296875
yellow,291502.21875,31379.423828125,-930.742431640625
purple,278161.53125,12681.8125,1374.47314453125
yellow,289936.6875,13138.771484375,5261.662109375
yellow,309131.40625,15106.4296875,3468.124755859375
yellow,214148.484375,11960.88671875,30.51103973388672
yellow,207989.203125,27719.728515625,307.5773010253906
yellow,195317.0,15085.0,10326.0
blue,182291.0,40591.0,21012.0
blue,184587.0,37045.0,23154.0
blue,181321.0,38823.0,21110.0
blue,184000.0,37967.0,20988.0
blue,182270.0,36358.0,20725.0
yellow,180444.0,26740.0,2049.0
yellow,180696.0,14461.0,18596.0
yellow,192313.8125,25728.017578125,-1451.22705078125
blue,190307.0,-7889.0,16305.0
blue,188670.0,-9447.0,16640.0
purple,177385.0,849.0,18925.0
yellow,155132.0,27074.0,19268.0
yellow,156882.0,17776.0,18279.0
purple,167368.0,15657.0,22839.0
yellow,166424.0,38892.0,11812.0
yellow,164676.0,-3915.0,21256.0
purple,162130.0,69133.0,14664.0
purple,157461.0,71204.0,17878.0
purple,157366.0,67974.0,-10.0
yellow,168304.0,62749.0,12327.0
blue,168431.625,78660.0,1260.0
yellow,157117.0,78593.0,12539.0
yellow,167040.0,83620.0,1920.0
blue,160960.0,79690.0,1760.0
yellow,142769.0,45435.0,17570.0
purple,135567.0,31101.0,18559.0
purple,150205.0,46067.0,12251.0
yellow,134757.0,14609.0,17075.0
yellow,137014.0,28209.0,11957.0
purple,146608.0,15383.0,18161.0
purple,149148.0,7319.0,20663.0
blue,139727.0,-7445.0,21396.0
yellow,143192.0,7531.0,17435.0
blue,136496.0,-6285.0,21844.0
blue,136605.0,-8650.0,21781.0
blue,140384.0,-7876.0,21091.0
blue,139741.0,-9295.0,21217.0
yellow,137138.328125,-36545.453125,14122.9833984375
blue,138339.5625,-45751.57421875,7938.6982421875
yellow,143692.546875,-43679.30859375,4640.84326171875
yellow,151596.0,-11018.0,18890.0
blue,128884.5625,-17680.28125,14242.173828125
blue,129937.09375,-26981.853515625,9519.158203125
blue,114000.5546875,-14367.73046875,16177.6552734375
blue,117109.1640625,-28657.27734375,11723.1474609375
yellow,113855.421875,-46987.90234375,12305.359375
blue,114624.34375,-46728.42578125,8321.583984375
yellow,128192.0,-4493.0,17861.0
purple,119255.0,-2582.0,17628.0
yellow,116233.0,19336.0,16708.0
purple,128833.0,12802.0,14071.0
yellow,129829.0,27414.0,15565.0
purple,131035.0,43109.0,18044.0
yellow,115680.0,39405.0,12359.0
blue,93840.0,-34320.0,7100.0
yellow,104882.671875,-32945.984375,14088.1875
blue,96437.7421875,-39584.13671875,10001.666015625
purple,101425.4375,-44532.36328125,17823.810546875
blue,95408.953125,-17844.291015625,15506.841796875
blue,94680.71875,-24578.255859375,5884.416015625
blue,109484.5390625,-22975.251953125,10756.7978515625
yellow,97341.5390625,-9032.6328125,12607.208984375
blue,100095.765625,-231.203125,19207.748046875
yellow,100406.9765625,-1180.203125,10628.08984375
blue,71777.0390625,-32929.453125,19807.615234375
blue,80425.890625,-19572.52734375,13644.5419921875
yellow,71037.078125,-52130.26171875,9506.2001953125
blue,54186.29296875,-65394.01953125,6283.38232421875
blue,54282.03125,-60321.59375,9871.8505859375
blue,52440.5078125,-51877.046875,9318.6474609375
blue,71638.2265625,-47006.4140625,14106.4169921875
blue,53966.71484375,-43188.21875,15948.525390625
blue,53704.0859375,-80022.1171875,12783.220703125
purple,52026.44921875,-80073.5546875,5869.5654296875
blue,68995.8828125,-73351.40625,12584.9296875
blue,55916.58203125,-16435.720703125,13119.0126953125
purple,58423.6015625,-27553.40625,24845.505859375
yellow,41565.52734375,-68761.203125,9450.462890625
blue,36057.53125,-55722.38671875,15536.5947265625
blue,40959.7265625,-61444.03515625,11987.2255859375
blue,33208.60546875,-62276.890625,6328.19580078125
blue,37705.9921875,-39334.984375,13521.953125
yellow,30726.876953125,-20889.78515625,13456.1962890625
blue,89988.6640625,-1540.09765625,17381.369140625
blue,68007.4453125,6850.56640625,13419.4228515625
yellow,65935.2734375,-1704.37109375,13496.3837890625
purple,51468.3359375,-2178.92578125,13377.4892578125
blue,39872.58984375,1630.33203125,17326.091796875
blue,13100.1796875,-41116.89453125,13983.9384765625
yellow,25995.216796875,-47246.828125,18668.875
yellow,13884.37890625,-67552.65625,6530.5732421875
yellow,11100.533203125,-53429.375,14890.5048828125
blue,-4714.671875,-42869.12109375,16426.92578125
blue,-8220.0,-69410.0,10830.0
blue,3858.953125,-64057.21484375,15100.353515625
blue,14300.92578125,1997.23046875,23354.48046875
yellow,29626.134765625,-4632.85546875,22391.23046875
purple,14423.9375,2752.484375,18401.87109375
yellow,-4838.44140625,-25353.3359375,19436.115234375
purple,-10102.58984375,-28939.16015625,22220.240234375
yellow,4960.53125,-4575.95703125,23476.080078125
yellow,-15463.234375,-47131.2734375,14203.12890625
blue,-18249.994140625,-48836.375,15741.6123046875
blue,-15164.98046875,-23013.92578125,14497.0
blue,-16440.0,-21683.0,16020.0
blue,-13871.0,-23374.0,15569.0
blue,-14725.0,-21597.0,14980.0
blue,-14306.0,-21528.0,16210.0
purple,-25619.205078125,-65689.890625,23114.283203125
blue,-24255.65234375,-52936.2109375,15622.7021484375
yellow,-20426.263671875,7256.89453125,25365.455078125
yellow,-20905.134765625,-9428.3515625,21601.818359375
blue,-42609.59765625,-37552.48828125,18913.5859375
yellow,-46870.9140625,-57634.1953125,16076.0419921875
purple,-55085.0,-43846.0,16937.626953125
blue,-72765.953125,-66349.8984375,15571.041015625
blue,-72107.359375,-47798.171875,16772.71875
yellow,-101168.1640625,-68267.890625,13817.005859375
yellow,-111593.0,-36885.0,24204.0
blue,-107121.515625,-43626.359375,3303.236328125
blue,-101136.0,-37459.0,15237.251953125
blue,-59718.74609375,-21522.08984375,18939.73046875
yellow,-69961.0234375,-14795.7734375,23641.234375
yellow,-82983.390625,-3902.59765625,24093.203125
yellow,-53446.1796875,-485.96875,23039.193359375
purple,-37435.828125,-6213.2109375,30028.802734375
purple,-28150.056640625,19757.95703125,22615.845703125
yellow,8023.37890625,16306.6484375,23335.716796875
purple,-1594.35546875,29752.3046875,24393.349609375
blue,-6016.76171875,14170.87890625,29140.52734375
purple,-61493.0703125,10492.09375,23072.78125
yellow,-55193.40234375,23146.41015625,21705.673828125
purple,-31905.96875,31787.240234375,20664.59375
purple,-42888.5625,40321.35546875,21539.5625
yellow,-18871.072265625,42347.16015625,26922.96484375
yellow,-59982.5234375,42597.1328125,22058.39453125
yellow,-89793.0703125,19021.66796875,20984.60546875
purple,-78122.4453125,21531.38671875,21166.484375
blue,26660.0625,40204.4609375,22600.861328125
purple,-21824.44140625,53806.0078125,21953.3671875
purple,9354.8046875,57885.20703125,20895.423828125
purple,-30874.775390625,68455.7109375,21705.81640625
purple,-44925.21875,55495.2265625,21220.55859375
blue,-86889.6328125,45067.33984375,3570.42578125
purple,-73274.5703125,48792.2578125,25491.169921875
purple,-80753.3984375,34086.46484375,19814.099609375
yellow,-80489.1875,47701.140625,21569.576171875
purple,-56255.0703125,58994.22265625,20969.35546875
yellow,-51525.859375,55750.69140625,24633.041015625
yellow,-64402.7265625,51225.60546875,20748.669921875
purple,-51403.07421875,66521.3984375,24877.009765625
purple,-76092.03125,70610.6171875,27345.791015625
purple,-91579.109375,51276.21875,21545.513671875
purple,-87771.234375,62349.29296875,25335.830078125
blue,-90366.734375,54629.609375,3794.189697265625
yellow,-76831.1484375,61149.578125,20636.3046875
yellow,-86213.5859375,73390.3046875,20805.05078125
yellow,-62254.3515625,74170.171875,20370.423828125
purple,-56554.95703125,110985.234375,23874.552734375
yellow,-41314.98046875,82766.75,27301.111328125
yellow,-90474.4140625,119844.6953125,6336.6357421875
yellow,-64067.49609375,123968.9140625,14866.6533203125
yellow,-48138.60546875,93946.6484375,22369.02734375
purple,-33890.0,113635.0,-6565.0
purple,-48773.96875,131219.3125,24037.513671875
purple,-19906.82421875,78261.4453125,38858.62109375
yellow,-17159.34375,89011.53125,20888.681640625
blue,-3712.3046875,78149.0859375,21871.2734375
yellow,8120.0859375,80104.4140625,21411.35546875
yellow,23068.75,56043.1796875,21881.208984375
yellow,29384.65625,55906.17578125,3854.47509765625
purple,27554.599609375,73708.4765625,-753.9299926757812
yellow,18285.181640625,88323.5078125,24810.830078125
purple,9161.90625,100359.3046875,24429.640625
purple,37876.484375,36309.91015625,23414.39453125
blue,48053.90234375,50744.1953125,24675.572265625
blue,47248.09375,68395.609375,31465.447265625
blue,43200.58203125,57778.5703125,13030.2841796875
blue,37112.0,30624.154296875,8911.24609375
blue,39006.37890625,84525.21875,14359.439453125
purple,40556.29296875,77732.1328125,26895.443359375
blue,29162.509765625,110840.0625,-8772.74609375
blue,51976.859375,34516.6953125,21532.9921875
blue,64307.69921875,49429.27734375,31373.697265625
purple,65682.375,64887.20703125,35873.38671875
blue,54318.34375,56207.9453125,20087.505859375
yellow,70193.78125,67572.5234375,17283.0546875
yellow,63094.0,11931.0,19057.0
yellow,54817.23046875,14338.7734375,13498.4326171875
blue,51492.95703125,23385.65234375,19466.759765625
yellow,89182.0,14541.0,17865.0
yellow,82757.0,22623.0,21809.0
yellow,74776.0,28178.0,12092.0
purple,71978.0,19244.0,20486.0
yellow,76289.0,41302.0,19581.0
purple,86205.0,46730.0,23200.0
yellow,110069.0,12351.0,21050.0
purple,92555.0,21594.0,19405.0
yellow,101656.0,45831.0,22441.0
blue,99450.0,58688.0,21949.0
blue,100061.0,60654.0,22600.0
blue,97846.0,56929.0,22733.0
blue,96212.0,63600.0,22345.0
blue,95950.0,60899.0,22448.0
purple,82290.0,67192.0,24097.0
purple,129432.0,57904.0,10448.0
purple,128995.0,64193.0,19440.0
blue,128172.34375,91505.6328125,14046.7802734375
purple,125763.2578125,81108.4296875,12793.5
purple,114957.3046875,78925.96875,18274.873046875
purple,103576.0,75659.0,16428.0
yellow,147806.515625,86562.671875,17688.154296875
