Item ID,Item Type,Amount,X,Y,Z,Closest POI,Accessible
FGItemPickup_Spawnable365,ModularFrameHeavy,18,233179.5938,-313652.5625,9910.414063,BP_DropPod_C_12,1
FGItemPickup_Spawnable363,CircuitBoardHighSpeed,10,235412.0781,-313192.0938,9968.087891,BP_DropPod_C_12,1
FGItemPickup_Spawnable186,CircuitBoardHighSpeed,9,235953.0156,-313224.875,9964.050781,BP_DropPod_C_12,1
FGItemPickup_Spawnable367,Wire,448,236115.0781,-313769.5625,9927.642578,BP_DropPod_C_12,1
FGItemPickup_Spawnable364,Computer,16,234464,-313291.3125,9923.532227,BP_DropPod_C_12,1
FGItemPickup_Spawnable366,Cable,30,235022.2969,-313515.25,9961.428711,BP_DropPod_C_12,1
FGItemPickup_Spawnable_27,AluminumPlateReinforced,7,144686.0625,93143.57813,25491.5918,BP_DropPod4_1,1
FGItemPickup_Spawnable_26,AluminumPlateReinforced,11,146003.5938,93424.92188,25519.10156,BP_DropPod4_1,1
FGItemPickup_Spawnable431_7,ModularFrame,7,89425.125,129746.4219,9010.458984,BP_DropPod32_1,1
FGItemPickup_Spawnable430_6,AluminumPlateReinforced,9,90771.6875,131123.0313,9555.647461,BP_DropPod32_1,1
FGItemPickup_Spawnable433_9,IronPlateReinforced,21,91142.42188,130047.25,8992.163086,BP_DropPod32_1,1
FGItemPickup_Spawnable432_8,Motor,12,90997.84375,129580.0625,9063.462891,BP_DropPod32_1,1
FGItemPickup_Spawnable434,IronScrew,146,90014.45313,131578.1094,8640.414063,BP_DropPod32_1,1
FGItemPickup_Spawnable440,IronScrew,186,-152814.2656,229748.2344,996.3447266,BP_DropPod34,1
FGItemPickup_Spawnable441,IronScrew,189,-152943.4375,229333.1875,933.6757813,BP_DropPod34,1
FGItemPickup_Spawnable442,IronScrew,500,-151403.3438,229343.1094,866.5556641,BP_DropPod34,1
FGItemPickup_Spawnable439,Wire,423,-151735.3125,228939.9688,848.0043945,BP_DropPod34,1
FGItemPickup_Spawnable_355,ModularFrame,10,-35420.38672,115887.3516,21735.40234,BP_DropPod6_27,1
FGItemPickup_Spawnable_356,Motor,16,-34741.85938,116369.8047,21730.13672,BP_DropPod6_27,1
FGItemPickup_Spawnable_354,AluminumPlateReinforced,17,-36153.61328,111629.3047,24091.59375,BP_DropPod6_27,1
FGItemPickup_Spawnable_353,Battery,21,-35822.90234,112914.6406,21720.43945,BP_DropPod6_27,1
FGItemPickup_Spawnable_352,ModularFrameLightweight,4,-35248.54688,113879.3281,21732.34766,BP_DropPod6_27,1
FGItemPickup_Spawnable_351,ModularFrame,12,-35970.87109,114393.0938,21730.64258,BP_DropPod6_27,1
FGItemPickup_Spawnable_357,Cable,24,-36375.73828,113806.9766,21739.25977,BP_DropPod6_27,1
FGItemPickup_Spawnable_358,CircuitBoard,19,-36396.57031,112283.0781,21771.625,BP_DropPod6_27,1
FGItemPickup_Spawnable_12,Wire,423,-44581.85156,146370,7328.004395,BP_DropPod14_389,1
FGItemPickup_Spawnable_33,IronScrew,189,-43911.77734,147173.75,7383.675781,BP_DropPod14_389,1
FGItemPickup_Spawnable_34,IronScrew,500,-46052.66797,146220.9531,4416.555664,BP_DropPod14_389,1
FGItemPickup_Spawnable_32,IronScrew,186,-42385.30078,145751.0156,7646.344727,BP_DropPod14_389,1
FGItemPickup_Spawnable_348,ModularFrameHeavy,21,36110.30078,15600.84375,22545.74219,BP_DropPod5_26,1
FGItemPickup_Spawnable_343,IronScrew,282,33457.97656,15930.88672,22514.17188,BP_DropPod5_26,1
FGItemPickup_Spawnable_350,Motor,9,32755.65625,15722.77344,22511.66406,BP_DropPod5_26,1
FGItemPickup_Spawnable_349,IronScrew,273,34840.38672,15991.54688,22518.33789,BP_DropPod5_26,1
FGItemPickup_Spawnable_347,ModularFrame,6,32080.42188,17074.39453,22509.41992,BP_DropPod5_26,1
FGItemPickup_Spawnable_346,ModularFrameHeavy,10,34184.73828,17950.4375,22509.13867,BP_DropPod5_26,1
FGItemPickup_Spawnable_345,IronScrew,102,35118.30078,17745.79688,22528.90039,BP_DropPod5_26,1
FGItemPickup_Spawnable_344,ModularFrameLightweight,10,33480.07813,14201.20313,22534.88867,BP_DropPod5_26,1
FGItemPickup_Spawnable_186,ModularFrame,12,127263.0078,-117417.7891,-1480.896851,BP_DropPod5_6,1
FGItemPickup_Spawnable_199,IronScrew,441,126479.9531,-117958.6094,-1477.340088,BP_DropPod5_6,1
FGItemPickup_Spawnable_184,CircuitBoard,7,127742.6484,-118248.5313,-1476.844727,BP_DropPod5_6,1
FGItemPickup_Spawnable_182,CircuitBoard,27,127869.875,-116180.625,-1477.231934,BP_DropPod5_6,1
FGItemPickup_Spawnable_185,SteelPlateReinforced,21,126109.2969,-116885.4141,-1477.343506,BP_DropPod5_6,1
FGItemPickup_Spawnable_200,IronPlateReinforced,15,128249.7969,-116981.4219,-1477.342529,BP_DropPod5_6,1
FGItemPickup_Spawnable_172,IronPlateReinforced,22,110888.1094,-112525.1094,11868.44238,BP_DropPod4,1
FGItemPickup_Spawnable_170,Cable,18,110504.7969,-112047.8203,11762.20996,BP_DropPod4,1
FGItemPickup_Spawnable_171,IronScrew,378,109364.5859,-112281.9297,11641.38965,BP_DropPod4,1
FGItemPickup_Spawnable_174,CircuitBoard,12,110022.9766,-113377.2422,11781.88477,BP_DropPod4,1
FGItemPickup_Spawnable_173,Wire,309,110111.0859,-111904.4219,11765.61523,BP_DropPod4,1
FGItemPickup_Spawnable_175,CircuitBoard,9,109082.7578,-112991.5469,11788.29785,BP_DropPod4,1
FGItemPickup_Spawnable_207,Wire,348,-88650.25,-50659.71094,16070.85449,BP_DropPod1_0,1
FGItemPickup_Spawnable_208,HighSpeedConnector,7,-91377.5625,-49960.71875,15867.17188,BP_DropPod1_0,1
FGItemPickup_Spawnable_203,IronScrew,315,-89960.35938,-50796.19922,15968.33789,BP_DropPod1_0,1
FGItemPickup_Spawnable_206,Motor,7,-90319.75781,-50407.91406,15911.56152,BP_DropPod1_0,1
FGItemPickup_Spawnable396,Battery,30,8545.613281,-44465.41016,11089.72754,BP_DropPod19,0
FGItemPickup_Spawnable394,Wire,144,9512.257813,-42456.37891,12351.92188,BP_DropPod19,0
FGItemPickup_Spawnable395,IronScrew,249,8018.339844,-43605.95313,11285.49609,BP_DropPod19,0
FGItemPickup_Spawnable393,Motor,9,7922.273438,-42668.62109,12138.52637,BP_DropPod19,0
FGItemPickup_Spawnable392,Battery,50,8301.179688,-42847.60156,11955.88672,BP_DropPod19,0
FGItemPickup_Spawnable421,ModularFrame,8,-3431.867188,-76282.28906,13259.41113,BP_DropPod12,1
FGItemPickup_Spawnable420,ModularFrame,14,-3421.113281,-75432.39844,13231.51172,BP_DropPod12,1
FGItemPickup_Spawnable423,CircuitBoard,12,-3199.902344,-76227.40625,13217.69043,BP_DropPod12,1
FGItemPickup_Spawnable422,ModularFrame,13,-5212.167969,-76099.38281,13642.13379,BP_DropPod12,1
FGItemPickup_Spawnable418,ModularFrame,13,-4290.488281,-75665.9375,13564.21484,BP_DropPod12,1
FGItemPickup_Spawnable419,AluminumPlateReinforced,9,-5378.390625,-76313.88281,13658.50488,BP_DropPod12,1
FGItemPickup_Spawnable_255,IronScrew,180,-175610.8125,-196943.6875,-1742.115723,BP_DropPod3,1
FGItemPickup_Spawnable_257,ModularFrame,12,-174539.1719,-196369.4688,-1706.540771,BP_DropPod3,1
FGItemPickup_Spawnable_256,SteelPlateReinforced,27,-176217.5,-197042.8594,-1736.176758,BP_DropPod3,1
FGItemPickup_Spawnable_254,IronPlateReinforced,24,-174045.4844,-196841.1094,-1731.730103,BP_DropPod3,1
FGItemPickup_Spawnable_253,Motor,9,-175686.9531,-197525.0781,-1802.924683,BP_DropPod3,1
FGItemPickup_Spawnable_252,ModularFrameHeavy,12,-175631.0469,-195938.4531,-1618.921021,BP_DropPod3,1
FGItemPickup_Spawnable92,Motor,15,217802.2656,335.921875,-1730.126221,BP_DropPod7,1
FGItemPickup_Spawnable_401,IronPlateReinforced,28,232064.2031,-20436.07813,8843.838867,BP_DropPod28_23787,1
FGItemPickup_Spawnable_398,IronPlateReinforced,28,233033.7813,-20777,8806.404297,BP_DropPod28_23787,1
FGItemPickup_Spawnable_400,Wire,370,233370.1719,-20183.31641,8804,BP_DropPod28_23787,1
FGItemPickup_Spawnable_397,IronPlateReinforced,12,233224.375,-20616.93555,8804.936523,BP_DropPod28_23787,1
FGItemPickup_Spawnable_396,ModularFrame,12,233836.3906,-19940.42773,8802.500977,BP_DropPod28_23787,1
FGItemPickup_Spawnable_399,IronScrew,500,233683.0625,-21278.92188,8803.125,BP_DropPod28_23787,1
FGItemPickup_Spawnable_194,AluminumPlateReinforced,9,67124.61719,156883.8594,13563.73242,BP_DropPod_C_8,1
FGItemPickup_Spawnable_193,Battery,40,67408.47656,158110.0938,13263.53223,BP_DropPod_C_8,1
FGItemPickup_Spawnable_197,IronScrew,382,67388.96094,156399.5781,13495.11035,BP_DropPod_C_8,1
FGItemPickup_Spawnable_195,SteelPlateReinforced,15,66120.85156,156437.6719,13870.68457,BP_DropPod_C_8,1
FGItemPickup_Spawnable_198,CircuitBoard,12,66849.35938,155764.9844,13773.44531,BP_DropPod_C_8,1
FGItemPickup_Spawnable_196,ModularFrame,12,67027.97656,157631.5,13437.08203,BP_DropPod_C_8,1
FGItemPickup_Spawnable128,Wire,291,232561.0313,27160.81445,-1810.065674,BP_DropPod10,1
FGItemPickup_Spawnable127,NuclearWaste,15,232295.5469,26098.94531,-1781.394531,BP_DropPod10,1
FGItemPickup_Spawnable129,Computer,20,233257.8594,26063.18359,-1799.502319,BP_DropPod10,1
FGItemPickup_Spawnable126,IronPlateReinforced,11,231370.8438,26972.13477,-1765.584961,BP_DropPod10,1
FGItemPickup_Spawnable130,Motor,30,232295.0313,26615.6875,-1810.93457,BP_DropPod10,1
FGItemPickup_Spawnable131,IronPlateReinforced,60,231944.4844,26586.08398,-1797.912598,BP_DropPod10,1
FGItemPickup_Spawnable_38,Wire,69,31019.02734,266841.4688,-1376.596436,BP_DropPod16_4595,1
FGItemPickup_Spawnable_36,Wire,216,30197.37305,268017.0313,-1239.967285,BP_DropPod16_4595,1
FGItemPickup_Spawnable_39,CircuitBoard,9,29508.78906,266672.2188,-1331.022827,BP_DropPod16_4595,1
FGItemPickup_Spawnable_37,Wire,446,31700.20313,267914.5938,-1354.810303,BP_DropPod16_4595,1
FGItemPickup_Spawnable220,Wire,216,28168.42969,267939.0313,-1062.110229,BP_DropPod16_4595,1
FGItemPickup_Spawnable222,CircuitBoard,15,34118.46875,268657.0938,-1471.355225,BP_DropPod16_4595,1
FGItemPickup_Spawnable_211,Wire,354,-28316.51172,-22989.21484,17434.99219,BP_DropPod_C_4,1
FGItemPickup_Spawnable_212,Cable,63,-28296.33594,-23287.52539,17423.87109,BP_DropPod_C_4,1
FGItemPickup_Spawnable_210,Computer,9,-28112.58594,-23045.33398,17429.55078,BP_DropPod_C_4,1
FGItemPickup_Spawnable_209,Computer,9,-28872.89453,-22427.35938,17451.89844,BP_DropPod_C_4,1
FGItemPickup_Spawnable_335,IronPlateReinforced,21,-32719.25586,4579.101563,23418.30273,BP_DropPod4_25,1
FGItemPickup_Spawnable_341,Motor,10,-32879.88281,2908.269531,23490.03125,BP_DropPod4_25,1
FGItemPickup_Spawnable_336,IronPlateReinforced,20,-32491.03906,3419.011719,23473.94531,BP_DropPod4_25,1
FGItemPickup_Spawnable_340,Motor,16,-33481.58594,3198.019531,24716.98047,BP_DropPod4_25,1
FGItemPickup_Spawnable_342,AluminumPlateReinforced,11,-33939.92578,3738.046875,23424.49805,BP_DropPod4_25,1
FGItemPickup_Spawnable_339,AluminumPlateReinforced,9,-31645.21289,2935.171875,23594,BP_DropPod4_25,1
FGItemPickup_Spawnable_338,Computer,13,-33746.44531,4487.277344,23344.42773,BP_DropPod4_25,1
FGItemPickup_Spawnable_337,Motor,7,-33158.8125,5611.007813,23179.38281,BP_DropPod4_25,1
FGItemPickup_Spawnable_269,IronPlateReinforced,30,-237530.3438,16183.21484,19583.2832,BP_DropPod11_2,1
FGItemPickup_Spawnable_266,Computer,12,-237678.7344,16784.80078,19540.06641,BP_DropPod11_2,1
FGItemPickup_Spawnable_268,Computer,18,-236115.625,16169.89844,19654.62695,BP_DropPod11_2,1
FGItemPickup_Spawnable_264,CircuitBoard,24,-238194.9844,17593.33594,19225.06641,BP_DropPod11_2,1
FGItemPickup_Spawnable_267,Computer,24,-237603.8594,14653.05469,18980.29883,BP_DropPod11_2,1
FGItemPickup_Spawnable_265,ModularFrameHeavy,12,-239048.8594,16917.83984,19277.52148,BP_DropPod11_2,1
FGItemPickup_Spawnable_245,IronPlateReinforced,33,-122947.9453,-166338.9063,29127.01758,BP_DropPod_C_0,1
FGItemPickup_Spawnable_247,ModularFrame,12,-145845.8125,-134125.75,763.6713867,BP_DropPod_C_3,1
FGItemPickup_Spawnable_250,IronScrew,432,-146786.8594,-136950.3906,2439.251465,BP_DropPod_C_3,1
FGItemPickup_Spawnable_251,ModularFrame,9,-145050.0781,-136725.0781,1925.719727,BP_DropPod_C_3,1
FGItemPickup_Spawnable_249,Computer,21,-145427.1406,-138576.6094,2963.036133,BP_DropPod_C_3,1
FGItemPickup_Spawnable_246,IronPlateReinforced,33,-146310.4688,-136176.4688,1721.138794,BP_DropPod_C_3,1
FGItemPickup_Spawnable_248,IronScrew,87,-147235.5469,-132896.5469,785.1535645,BP_DropPod_C_3,1
FGItemPickup_Spawnable_7,Wire,386,-187336.2031,115527.8203,-1405.241455,BP_DropPod15_821,1
FGItemPickup_Spawnable_10,CircuitBoard,12,-188587.4063,116536.6094,-1669.989746,BP_DropPod15_821,1
FGItemPickup_Spawnable_6,IronPlateReinforced,24,-189635.1875,115572.5313,-1772.040771,BP_DropPod15_821,1
FGItemPickup_Spawnable_8,ModularFrameHeavy,12,-188503.625,116051.1641,-1627.658203,BP_DropPod15_821,1
FGItemPickup_Spawnable11,IronPlateReinforced,24,-187606.3906,114795.3672,-1386.001221,BP_DropPod15_821,1
FGItemPickup_Spawnable_9,IronScrew,339,-188443.7656,114968.25,-1519.699707,BP_DropPod15_821,1
FGItemPickup_Spawnable_88,Motor,7,87810.57031,188167.7656,1432.7146,BP_DropPod4_6,1
FGItemPickup_Spawnable_89,ModularFrame,9,88127.5625,187010.8906,1355.184814,BP_DropPod4_6,1
FGItemPickup_Spawnable_90,Motor,7,89116.19531,187307.7813,1248.816895,BP_DropPod4_6,1
FGItemPickup_Spawnable_87,Wire,369,88524.92969,188124.6094,1329.861572,BP_DropPod4_6,1
FGItemPickup_Spawnable188,CircuitBoardHighSpeed,19,90397.125,187805.0469,1741.690186,BP_DropPod4_6,1
FGItemPickup_Spawnable_91,Cable,57,89857.08594,187350.8281,1163.881104,BP_DropPod4_6,1
FGItemPickup_Spawnable_133,IronScrew,225,163534.3125,60703.88281,21243.17578,BP_DropPod27_20823,1
FGItemPickup_Spawnable_136,Wire,483,164422.5,60230.91016,21238.57227,BP_DropPod27_20823,1
FGItemPickup_Spawnable_135,IronScrew,489,164582.9375,60518.96875,21233.75195,BP_DropPod27_20823,1
FGItemPickup_Spawnable_132,AluminumPlateReinforced,5,163711.8438,60883.09766,21242.79492,BP_DropPod27_20823,1
FGItemPickup_Spawnable_137,Motor,7,162918.5781,59852.73047,21212.40625,BP_DropPod27_20823,1
FGItemPickup_Spawnable_134,Wire,192,163557.3906,60207.21094,21223.40234,BP_DropPod27_20823,1
FGItemPickup_Spawnable_318,IronPlateReinforced,17,-94033.625,7305.320313,25131.13867,BP_DropPod1_22,1
FGItemPickup_Spawnable_312,ModularFrameHeavy,21,-95449.90625,7345.199219,25139.76367,BP_DropPod1_22,1
FGItemPickup_Spawnable_314,IronPlateReinforced,19,-94506.35938,6837.976563,25147.5918,BP_DropPod1_22,1
FGItemPickup_Spawnable_317,ModularFrame,9,-95540.96094,5993.289063,25141.29102,BP_DropPod1_22,1
FGItemPickup_Spawnable_311,Wire,434,-94565.33594,7984.855469,25144.51367,BP_DropPod1_22,1
FGItemPickup_Spawnable_316,IronPlateReinforced,15,-95886.09375,6756.695313,25138.14063,BP_DropPod1_22,1
FGItemPickup_Spawnable_315,Computer,21,-94111.66406,6333.105469,25142.39063,BP_DropPod1_22,1
FGItemPickup_Spawnable_313,Computer,11,-95787.70313,7692.367188,25136.24609,BP_DropPod1_22,1
FGItemPickup_Spawnable_62,IronPlateReinforced,12,-200856.9375,-17918.53906,12101.85547,BP_DropPod4_13058,1
FGItemPickup_Spawnable_57,CircuitBoard,9,-200087.2656,-18474.01953,12092.92871,BP_DropPod4_13058,1
FGItemPickup_Spawnable_60,IronScrew,360,-199925.6094,-17440.35938,12095.05176,BP_DropPod4_13058,1
FGItemPickup_Spawnable_58,CircuitBoard,15,-201823.6875,-19853.70703,12083.13574,BP_DropPod4_13058,1
FGItemPickup_Spawnable_61,Cable,69,-201352.0156,-18617.61523,12088.0752,BP_DropPod4_13058,1
FGItemPickup_Spawnable_59,Wire,186,-200333.8906,-19153.30078,12092.74219,BP_DropPod4_13058,1
FGItemPickup_Spawnable_154,ModularFrameHeavy,9,-259121.5469,105045.3125,-1631.081787,BP_DropPod18,1
FGItemPickup_Spawnable_155,Computer,21,-259712.7813,105860.8438,-1625.682129,BP_DropPod18,1
FGItemPickup_Spawnable_156,IronPlateReinforced,30,-260075.5938,104413.9297,-1626.461426,BP_DropPod18,1
FGItemPickup_Spawnable_157,Cable,98,-260694.3281,104492.2344,-1622.755859,BP_DropPod18,1
FGItemPickup_Spawnable_153,ModularFrameHeavy,10,-259476.0156,104357.8672,-1630.656738,BP_DropPod18,1
FGItemPickup_Spawnable_149,Cable,80,-258934.2031,105398.8516,-1632.106445,BP_DropPod18,1
FGItemPickup_Spawnable_329,ModularFrameHeavy,6,-3668.089844,61970.05469,21937.69336,BP_DropPod3_24,1
FGItemPickup_Spawnable_331,ModularFrame,11,-2524.375,61171.0625,21980.91211,BP_DropPod3_24,1
FGItemPickup_Spawnable_334,Wire,191,-4297.574219,61557.84766,21872.03125,BP_DropPod3_24,1
FGItemPickup_Spawnable_333,IronScrew,463,-4079.710938,62738.92969,22085.26758,BP_DropPod3_24,1
FGItemPickup_Spawnable_332,Wire,491,-2025.140625,61633.75391,21881.07617,BP_DropPod3_24,1
FGItemPickup_Spawnable_327,Wire,281,-3102.390625,62116.77344,21944.73828,BP_DropPod3_24,1
FGItemPickup_Spawnable_328,ComputerSuper,15,-3475.421875,63005.66797,21959.67188,BP_DropPod3_24,1
FGItemPickup_Spawnable_330,Motor,8,-3495.191406,61398.59375,21829.15039,BP_DropPod3_24,1
FGItemPickup_Spawnable405_9,CircuitBoardHighSpeed,9,159464.0469,-144588.2188,23165.76758,BP_DropPod25,0
FGItemPickup_Spawnable406,Computer,16,160953.0938,-144522.7969,23178.15234,BP_DropPod25,1
FGItemPickup_Spawnable410,Wire,167,158729.9688,-145159.2031,23176.71875,BP_DropPod25,1
FGItemPickup_Spawnable404_8,ModularFrameHeavy,6,160534.6875,-144781.6563,23165.25781,BP_DropPod25,1
FGItemPickup_Spawnable407,ModularFrameHeavy,18,159816.9063,-145340.7656,23166.49219,BP_DropPod25,1
FGItemPickup_Spawnable409,Wire,448,159302.4219,-144043.4219,23167.19336,BP_DropPod25,1
FGItemPickup_Spawnable408,Cable,30,160394.9688,-144298.4844,23177.55469,BP_DropPod25,1
FGItemPickup_Spawnable_427,Wire,216,362717.1875,-217802.625,3902.477539,BP_DropPod23,1
FGItemPickup_Spawnable_428,Cable,45,363674.8125,-218775.5156,3931.020752,BP_DropPod23,1
FGItemPickup_Spawnable_55,ModularFrame,7,-232978.9688,-52025.58203,-487.4786377,BP_DropPod3_8348,1
FGItemPickup_Spawnable_54,SteelPlateReinforced,15,-233603.5469,-51221.65234,-488.5174561,BP_DropPod3_8348,1
FGItemPickup_Spawnable_52,Cable,48,-233014.1875,-49961.70703,-364.7485352,BP_DropPod3_8348,1
FGItemPickup_Spawnable_51,Wire,360,-231917.7031,-50613.14453,-348.8728943,BP_DropPod3_8348,1
FGItemPickup_Spawnable_402,ModularFrameHeavy,11,277168.6563,-51798.62109,6020.024902,BP_DropPod3_7,1
FGItemPickup_Spawnable_403,Wire,255,277738.4688,-51623.83203,6003.091309,BP_DropPod3_7,1
FGItemPickup_Spawnable_404,ModularFrameHeavy,21,275052.7188,-50529.34375,5993.753906,BP_DropPod3_7,1
FGItemPickup_Spawnable_405,Battery,43,277145.5938,-50578.61328,5993.752441,BP_DropPod3_7,1
FGItemPickup_Spawnable_407,Wire,318,276077.1875,-49981.39063,5987.181641,BP_DropPod3_7,1
FGItemPickup_Spawnable_411,ModularFrameHeavy,9,277581.2813,-50419.71484,5993.751953,BP_DropPod3_7,1
FGItemPickup_Spawnable_408,IronPlateReinforced,15,276117.25,-50248.83203,5991.087891,BP_DropPod3_7,1
FGItemPickup_Spawnable_406,ModularFrameLightweight,5,276884,-50383.72266,5993.752441,BP_DropPod3_7,1
FGItemPickup_Spawnable_409,ModularFrameHeavy,8,276442.4375,-50821.5625,5993.750977,BP_DropPod3_7,1
FGItemPickup_Spawnable_412,SteelPlateReinforced,23,276245.375,-48675.74219,5993.75293,BP_DropPod3_7,1
FGItemPickup_Spawnable_410,ModularFrame,10,277748.8438,-50866.39063,5993.75293,BP_DropPod3_7,1
FGItemPickup_Spawnable_189,Wire,69,46329.20313,221775.0156,5776.356445,BP_DropPod1_3,1
FGItemPickup_Spawnable245,Cable,69,46692.16016,223604.5,4095.371582,BP_DropPod1_3,1
FGItemPickup_Spawnable190,HighSpeedConnector,23,47018.8125,222611.7344,4039.317871,BP_DropPod1_3,1
FGItemPickup_Spawnable_191,Motor,9,48924.55469,220677.5469,3852.710938,BP_DropPod1_3,1
FGItemPickup_Spawnable_192,Cable,69,50621.30078,222063.8594,3480.59082,BP_DropPod1_3,1
FGItemPickup_Spawnable244,Motor,9,47375.53125,222635.6875,5704.261719,BP_DropPod1_3,1
FGItemPickup_Spawnable_276,IronPlateReinforced,15,184597.6719,177722.2188,6207.767578,BP_DropPod3_12,1
FGItemPickup_Spawnable_272,Computer,21,185597.7656,175765.875,6298.484375,BP_DropPod3_12,1
FGItemPickup_Spawnable_274,Wire,234,187602.4375,174990.5469,6607.668945,BP_DropPod3_12,1
FGItemPickup_Spawnable_273,Cable,54,186540.2969,175011.0938,6436.829102,BP_DropPod3_12,1
FGItemPickup_Spawnable_275,Wire,180,188018.75,175713.0156,6644.567871,BP_DropPod3_12,1
FGItemPickup_Spawnable_271,ModularFrameHeavy,15,186333.7969,175904.6719,6397.991211,BP_DropPod3_12,1
FGItemPickup_Spawnable293,Computer,21,157726.3281,190897.5938,-9131.774414,BP_DropPod5_10,1
FGItemPickup_Spawnable279,IronScrew,497,158099,191209.8438,-9148.780273,BP_DropPod5_10,1
FGItemPickup_Spawnable292,SteelPlateReinforced,12,156533.4219,190941.5625,-9205.544922,BP_DropPod5_10,1
FGItemPickup_Spawnable_375,IronScrew,135,272653.875,30061.45703,-1661.919067,BP_DropPod6,1
FGItemPickup_Spawnable_378,IronPlateReinforced,22,272815.875,26151.23438,-1622.169678,BP_DropPod6,1
FGItemPickup_Spawnable_380,ModularFrame,10,271268.7188,29064.34375,-1684.93335,BP_DropPod6,1
FGItemPickup_Spawnable_377,Wire,223,272184.9688,29746.83203,-1669.215088,BP_DropPod6,1
FGItemPickup_Spawnable_379,IronScrew,102,273327.9688,27791,-1809.373901,BP_DropPod6,0
FGItemPickup_Spawnable_376,CircuitBoard,11,273254.5,28158.08008,-1809.375732,BP_DropPod6,1
FGItemPickup_Spawnable_381,CircuitBoard,11,271686.4063,27356.55078,-1809.375488,BP_DropPod6,1
FGItemPickup_Spawnable_263,SteelPlateReinforced,24,-247410.8125,-143308.2656,4418.762695,BP_DropPod_C_7,1
FGItemPickup_Spawnable_261,Computer,9,-245172.0469,-141918.0625,4426.147949,BP_DropPod_C_7,1
FGItemPickup_Spawnable_258,SteelPlateReinforced,30,-246834.8906,-142409.4688,4422.501953,BP_DropPod_C_7,1
FGItemPickup_Spawnable_259,SteelPlateReinforced,18,-244392.1406,-143324.0469,4443.347168,BP_DropPod_C_7,1
FGItemPickup_Spawnable_260,Cable,96,-246040.2188,-143134.7031,4418.403809,BP_DropPod_C_7,1
FGItemPickup_Spawnable_262,Motor,21,-247510.0469,-142763.375,4422.388672,BP_DropPod_C_7,1
FGItemPickup_Spawnable_79,ModularFrame,12,-124286.6406,-168630.8594,29257.33789,BP_DropPod_C_0,1
FGItemPickup_Spawnable_244,Computer,9,-123595.1328,-166867.5,29221.16016,BP_DropPod_C_0,1
FGItemPickup_Spawnable_73,IronScrew,240,-124543.4531,-167804.3281,29357.47852,BP_DropPod_C_0,1
FGItemPickup_Spawnable_225,ModularFrame,12,-125093.4609,-167337.0938,29447.80078,BP_DropPod_C_0,1
FGItemPickup_Spawnable_270,IronScrew,114,-152065.7344,33089.36328,19042.83203,BP_DropPod5_13,1
FGItemPickup_Spawnable_183,IronScrew,463,-152378.2031,34557.34375,19195.92969,BP_DropPod5_13,1
FGItemPickup_Spawnable_279,CircuitBoard,10,-153435.8125,33392.66797,19064.16602,BP_DropPod5_13,1
FGItemPickup_Spawnable_277,ComputerSuper,8,-153445.875,33929.85547,19126.90625,BP_DropPod5_13,1
FGItemPickup_Spawnable_166,ModularFrameHeavy,15,-154471.9531,36111.95703,18985.57422,BP_DropPod5_13,1
FGItemPickup_Spawnable_280,Computer,15,-154801.6563,34879.45313,18988.24023,BP_DropPod5_13,1
FGItemPickup_Spawnable_278,ModularFrameHeavy,19,-154630.8594,34325.85547,18991.30273,BP_DropPod5_13,1
FGItemPickup_Spawnable_187,Computer,9,-153679.5313,34932.65625,19157.33203,BP_DropPod5_13,1
FGItemPickup_Spawnable125,ModularFrame,10,295776.0625,-167728.7656,3559.474854,BP_DropPod21_2,1
FGItemPickup_Spawnable182,Motor,8,296062.7813,-166729.5938,3519.531738,BP_DropPod21_2,1
FGItemPickup_Spawnable184,IronPlateReinforced,12,294514.2813,-165112.7656,3417.611328,BP_DropPod21_2,1
FGItemPickup_Spawnable119,IronScrew,280,295677.9688,-165458.2969,3520.131348,BP_DropPod21_2,1
FGItemPickup_Spawnable114,IronPlateReinforced,10,295009.2813,-163982.7656,3519.533447,BP_DropPod21_2,1
FGItemPickup_Spawnable115,ModularFrame,10,295110.7188,-163129.5938,3514.552002,BP_DropPod21_2,1
FGItemPickup_Spawnable277,IronPlateReinforced,33,157612.2813,192099.7188,-9372.879883,BP_DropPod5_10,1
FGItemPickup_Spawnable280,Wire,335,156067.2031,193993.7656,-9727.74707,BP_DropPod5_10,1
FGItemPickup_Spawnable278,IronPlateReinforced,24,159029.5625,192129.125,-9206.481445,BP_DropPod5_10,1
FGItemPickup_Spawnable_241,IronPlateReinforced,27,-9378.203125,227233.5156,-1119.793579,BP_DropPod41_8375,1
FGItemPickup_Spawnable_238,Motor,21,-10664.06641,227407.75,-989.3981323,BP_DropPod41_8375,1
FGItemPickup_Spawnable_236,Motor,9,-9041.730469,229522.5313,-785.4263916,BP_DropPod41_8375,1
FGItemPickup_Spawnable_240,Wire,186,-10352.61328,226595.7969,-1046.358154,BP_DropPod41_8375,1
FGItemPickup_Spawnable_237,Wire,306,-8533.359375,227361.0469,-1118.750977,BP_DropPod41_8375,1
FGItemPickup_Spawnable_239,IronPlateReinforced,12,-10498.96484,228814.2656,-844.0543213,BP_DropPod41_8375,1
FGItemPickup_Spawnable173,Cable,72,126596.2109,-35364,8106.15918,BP_DropPod_C_6,1
FGItemPickup_Spawnable175,ModularFrame,7,124111.8438,-35387.64844,7921.194336,BP_DropPod_C_6,1
